model,inference_ms,fps,frame_count
MobileViT,436.20896339416504,2.2924792563154757,710
MobileViT,439.0077590942383,2.277864067968188,720
MobileViT,508.98051261901855,1.9647117624491819,730
MobileViT,433.00437927246094,2.3094454649170335,740
MobileViT,433.4685802459717,2.3069722825874717,750
MobileViT,445.8606243133545,2.2428533614961967,760
MobileViT,444.7317123413086,2.248546645651731,770
MobileViT,441.96486473083496,2.2626232983678896,780
MobileViT,397.77398109436035,2.5139904758194302,790
MobileViT,445.51825523376465,2.244576935405929,800
MobileViT,436.10167503356934,2.2930432448419835,810
MobileViT,486.4814281463623,2.0555769288260293,820
MobileViT,446.80261611938477,2.2381247645443554,830
MobileViT,440.24157524108887,2.271480151442697,840
MobileViT,433.41588973999023,2.307252741933177,850
MobileViT,438.6274814605713,2.279838911757496,860
MobileViT,441.3878917694092,2.265580951917961,870
MobileViT,469.9239730834961,2.128003799079048,880
MobileViT,440.2637481689453,2.2713657532762914,890
MobileViT,448.7042427062988,2.22863950197715,900
MobileViT,441.94602966308594,2.262719727932259,910
MobileViT,427.7477264404297,2.337826569697186,920
MobileViT,424.7851371765137,2.3541313301281153,930
MobileViT,438.24219703674316,2.281843251886029,940
MobileViT,432.7874183654785,2.310603214337262,950
MobileViT,436.4495277404785,2.291215676591635,960
MobileViT,434.01622772216797,2.3040613141316504,970
MobileViT,440.0897026062012,2.272264027260858,980
MobileViT,440.8693313598633,2.2682457791189417,990
MobileViT,428.7705421447754,2.332249773964993,1000
MobileViT,435.76836585998535,2.294797140738998,1010
MobileViT,425.98986625671387,2.3474736823841975,1020
MobileViT,434.267520904541,2.3027280463367097,1030
MobileViT,424.81040954589844,2.3539912806490575,1040
MobileViT,438.9533996582031,2.27814615578479,1050
MobileViT,426.73373222351074,2.3433816557914597,1060
MobileViT,460.68429946899414,2.1706839177125112,1070
MobileViT,439.23211097717285,2.276700575864706,1080
MobileViT,434.781551361084,2.3000055933134678,1090
MobileViT,432.0337772369385,2.3146338381120932,1100
MobileViT,468.3234691619873,2.1352762905292546,1110
MobileViT,542.0887470245361,1.8447163965105104,1120
MobileViT,450.0443935394287,2.2220030164921702,1130
MobileViT,436.74778938293457,2.2896509709021413,1140
MobileViT,445.0876712799072,2.246748370100593,1150
MobileViT,455.04164695739746,2.1976010474786793,1160
MobileViT,522.3996639251709,1.9142431916710443,1170
MobileViT,465.0847911834717,2.150145562608839,1180
MobileViT,443.5553550720215,2.2545100370564275,1190
MobileViT,414.38794136047363,2.4131976348464876,1200
MobileViT,430.68909645080566,2.3218604980732835,1210
MobileViT,431.4577579498291,2.3177239986406324,1220
MobileViT,438.5499954223633,2.2802417294222286,1230
MobileViT,438.6124610900879,2.279916985291959,1240
MobileViT,438.8608932495117,2.278626360611849,1250
MobileViT,433.9406490325928,2.30446260849117,1260
MobileViT,416.2003993988037,2.4026887082388377,1270
MobileViT,427.77395248413086,2.3376832417983584,1280
MobileViT,437.2255802154541,2.287148888926454,1290
MobileViT,437.7768039703369,2.284269040594847,1300
MobileViT,435.2288246154785,2.297641937855317,1310
MobileViT,427.52838134765625,2.3390260006781234,1320
MobileViT,446.52390480041504,2.239521757400592,1330
MobileViT,495.2986240386963,2.0189840057417014,1340
MobileViT,441.96057319641113,2.262645268938031,1350
MobileViT,442.86465644836426,2.2580262060641427,1360
MobileViT,502.43401527404785,1.9903111047419022,1370
MobileViT,425.4908561706543,2.350226768678018,1380
MobileViT,435.45007705688477,2.2964745046293,1390
MobileViT,451.76196098327637,2.2135551161135028,1400
